"","date","community","age16plus_per"
"574","12/15/2020","Unincorporated - Altadena",0
"575","12/15/2020","Unincorporated - Anaverde",0
"576","12/15/2020","Unincorporated - Angeles National Forest",0
"577","12/15/2020","Unincorporated - Arcadia",0
"578","12/15/2020","Unincorporated - Athens Village",0
"579","12/15/2020","Unincorporated - Athens-Westmont",0
"580","12/15/2020","Unincorporated - Avocado Heights",0
"581","12/15/2020","Unincorporated - Azusa",0
"582","12/15/2020","Unincorporated - Bassett",0
"583","12/15/2020","Unincorporated - Bouquet Canyon",0
"584","12/15/2020","Unincorporated - Bradbury",0
"585","12/15/2020","Unincorporated - Canyon Country",0
"586","12/15/2020","Unincorporated - Castaic",0
"587","12/15/2020","Unincorporated - Cerritos",0
"588","12/15/2020","Unincorporated - Charter Oak",0
"589","12/15/2020","Unincorporated - Claremont",0
"590","12/15/2020","Unincorporated - Covina",0
"591","12/15/2020","Unincorporated - Covina (Charter Oak)",0
"592","12/15/2020","Unincorporated - Del Aire",0
"593","12/15/2020","Unincorporated - Del Rey",0
"594","12/15/2020","Unincorporated - Del Sur",0
"595","12/15/2020","Unincorporated - Desert View Highlands",0
"596","12/15/2020","Unincorporated - Duarte",0
"597","12/15/2020","Unincorporated - East Covina",0
"598","12/15/2020","Unincorporated - East La Mirada",0
"599","12/15/2020","Unincorporated - East Lancaster",0
"600","12/15/2020","Unincorporated - East Los Angeles",0
"601","12/15/2020","Unincorporated - East Pasadena",0
"602","12/15/2020","Unincorporated - East Rancho Dominguez",0
"603","12/15/2020","Unincorporated - East Whittier",0
"604","12/15/2020","Unincorporated - El Camino Village",0
"605","12/15/2020","Unincorporated - El Monte",0
"606","12/15/2020","Unincorporated - Elizabeth Lake",0
"607","12/15/2020","Unincorporated - Florence-Firestone",0
"608","12/15/2020","Unincorporated - Franklin Canyon",NA
"609","12/15/2020","Unincorporated - Glendora",0
"610","12/15/2020","Unincorporated - Hacienda Heights",0
"611","12/15/2020","Unincorporated - Harbor Gateway",0
"612","12/15/2020","Unincorporated - Hawthorne",0
"613","12/15/2020","Unincorporated - Hi Vista",0
"614","12/15/2020","Unincorporated - Kagel/Lopez Canyons",0
"615","12/15/2020","Unincorporated - La Crescenta-Montrose",0
"616","12/15/2020","Unincorporated - La Habra Heights",0
"617","12/15/2020","Unincorporated - La Rambla",0
"618","12/15/2020","Unincorporated - La Verne",0
"619","12/15/2020","Unincorporated - Ladera Heights",0
"620","12/15/2020","Unincorporated - Lake Hughes",0
"621","12/15/2020","Unincorporated - Lake Los Angeles",0
"622","12/15/2020","Unincorporated - Lake Manor",0
"623","12/15/2020","Unincorporated - Lakewood",0
"624","12/15/2020","Unincorporated - Lennox",0
"625","12/15/2020","Unincorporated - Leona Valley",0
"626","12/15/2020","Unincorporated - Littlerock",0
"627","12/15/2020","Unincorporated - Littlerock/Juniper Hills",0
"628","12/15/2020","Unincorporated - Littlerock/Pearblossom",0
"629","12/15/2020","Unincorporated - Llano",0
"630","12/15/2020","Unincorporated - Long Beach",0
"631","12/15/2020","Unincorporated - Marina del Rey",0
"632","12/15/2020","Unincorporated - Monrovia",0
"633","12/15/2020","Unincorporated - Newhall",0
"634","12/15/2020","Unincorporated - North Lancaster",0
"635","12/15/2020","Unincorporated - North Whittier",0
"636","12/15/2020","Unincorporated - Northeast San Gabriel",0
"637","12/15/2020","Unincorporated - Padua Hills",0
"638","12/15/2020","Unincorporated - Palmdale",0
"639","12/15/2020","Unincorporated - Palos Verdes Peninsula",0
"640","12/15/2020","Unincorporated - Pearblossom/Llano",0
"641","12/15/2020","Unincorporated - Pellissier Village",0
"642","12/15/2020","Unincorporated - Placerita Canyon",0
"643","12/15/2020","Unincorporated - Pomona",0
"644","12/15/2020","Unincorporated - Quartz Hill",0
"645","12/15/2020","Unincorporated - Rancho Dominguez",0
"646","12/15/2020","Unincorporated - Roosevelt",0
"647","12/15/2020","Unincorporated - Rosewood",0
"648","12/15/2020","Unincorporated - Rosewood/East Gardena",0
"649","12/15/2020","Unincorporated - Rosewood/West Rancho Dominguez",0
"650","12/15/2020","Unincorporated - Rowland Heights",0
"651","12/15/2020","Unincorporated - San Francisquito Canyon/Bouquet Canyon",0
"652","12/15/2020","Unincorporated - San Jose Hills",0
"653","12/15/2020","Unincorporated - San Pasqual",0
"654","12/15/2020","Unincorporated - Sand Canyon",0
"655","12/15/2020","Unincorporated - Santa Catalina Island",0
"656","12/15/2020","Unincorporated - Santa Monica Mountains",0
"657","12/15/2020","Unincorporated - Saugus",0
"658","12/15/2020","Unincorporated - Saugus/Canyon Country",0
"659","12/15/2020","Unincorporated - South Antelope Valley",0
"660","12/15/2020","Unincorporated - South El Monte",0
"661","12/15/2020","Unincorporated - South San Gabriel",0
"662","12/15/2020","Unincorporated - South Whittier",0
"663","12/15/2020","Unincorporated - Southeast Antelope Valley",0
"664","12/15/2020","Unincorporated - Stevenson Ranch",0
"665","12/15/2020","Unincorporated - Sun Village",0
"666","12/15/2020","Unincorporated - Sunrise Village",0
"667","12/15/2020","Unincorporated - Twin Lakes/Oat Mountain",0
"668","12/15/2020","Unincorporated - Universal City",0
"669","12/15/2020","Unincorporated - Val Verde",0
"670","12/15/2020","Unincorporated - Valencia",0
"671","12/15/2020","Unincorporated - Valinda",0
"672","12/15/2020","Unincorporated - View Park/Windsor Hills",0
"673","12/15/2020","Unincorporated - Walnut",NA
"674","12/15/2020","Unincorporated - Walnut Park",0
"675","12/15/2020","Unincorporated - West Antelope Valley",0
"676","12/15/2020","Unincorporated - West Carson",0
"677","12/15/2020","Unincorporated - West Chatsworth",0
"678","12/15/2020","Unincorporated - West LA",0
"679","12/15/2020","Unincorporated - West Puente Valley",0
"680","12/15/2020","Unincorporated - West Rancho Dominguez",0
"681","12/15/2020","Unincorporated - West Whittier/Los Nietos",0
"682","12/15/2020","Unincorporated - Westfield/Academy Hills",0
"683","12/15/2020","Unincorporated - Westhills",0
"684","12/15/2020","Unincorporated - White Fence Farms",0
"685","12/15/2020","Unincorporated - Whittier",0
"686","12/15/2020","Unincorporated - Whittier Narrows",0
"687","12/15/2020","Unincorporated - Willowbrook",0
"688","12/15/2020","Unincorporated - Wiseburn",0
"689","12/16/2020","City of Agoura Hills",0
"690","12/16/2020","City of Alhambra",0
"691","12/16/2020","City of Arcadia",0
"692","12/16/2020","City of Artesia",0
"693","12/16/2020","City of Avalon",0
"694","12/16/2020","City of Azusa",0
"695","12/16/2020","City of Baldwin Park",0
"696","12/16/2020","City of Bell",0
"697","12/16/2020","City of Bell Gardens",0
"698","12/16/2020","City of Bellflower",0
"699","12/16/2020","City of Beverly Hills",0
"700","12/16/2020","City of Bradbury",0
"701","12/16/2020","City of Burbank",0
"702","12/16/2020","City of Calabasas",0
"703","12/16/2020","City of Carson",0
"704","12/16/2020","City of Cerritos",0
"705","12/16/2020","City of Claremont",0
"706","12/16/2020","City of Commerce",0
"707","12/16/2020","City of Compton",0
"708","12/16/2020","City of Covina",0
"709","12/16/2020","City of Cudahy",0
"710","12/16/2020","City of Culver City",0
"711","12/16/2020","City of Diamond Bar",0
"712","12/16/2020","City of Downey",0
"713","12/16/2020","City of Duarte",0
"714","12/16/2020","City of El Monte",0
"715","12/16/2020","City of El Segundo",0
"716","12/16/2020","City of Gardena",0
"717","12/16/2020","City of Glendale",0
"718","12/16/2020","City of Glendora",0
"719","12/16/2020","City of Hawaiian Gardens",0
"720","12/16/2020","City of Hawthorne",0
"721","12/16/2020","City of Hermosa Beach",0
"722","12/16/2020","City of Hidden Hills",0
"723","12/16/2020","City of Huntington Park",0
"724","12/16/2020","City of Industry",0
"725","12/16/2020","City of Inglewood",0
"726","12/16/2020","City of Irwindale",0
"727","12/16/2020","City of La Canada Flintridge",0
"728","12/16/2020","City of La Habra Heights",0
"729","12/16/2020","City of La Mirada",0
"730","12/16/2020","City of La Puente",0
"731","12/16/2020","City of La Verne",0
"732","12/16/2020","City of Lakewood",0
"733","12/16/2020","City of Lancaster",0
"734","12/16/2020","City of Lawndale",0
"735","12/16/2020","City of Lomita",0
"736","12/16/2020","City of Long Beach",0
"737","12/16/2020","City of Lynwood",0
"738","12/16/2020","City of Malibu",0
"739","12/16/2020","City of Manhattan Beach",0
"740","12/16/2020","City of Maywood",0
"741","12/16/2020","City of Monrovia",0
"742","12/16/2020","City of Montebello",0
"743","12/16/2020","City of Monterey Park",0
"744","12/16/2020","City of Norwalk",0
"745","12/16/2020","City of Palmdale",0
"746","12/16/2020","City of Palos Verdes Estates",0
"747","12/16/2020","City of Paramount",0
"748","12/16/2020","City of Pasadena",0
"749","12/16/2020","City of Pico Rivera",0
"750","12/16/2020","City of Pomona",0
"751","12/16/2020","City of Rancho Palos Verdes",0
"752","12/16/2020","City of Redondo Beach",0
"753","12/16/2020","City of Rolling Hills",0
"754","12/16/2020","City of Rolling Hills Estates",0
"755","12/16/2020","City of Rosemead",0
"756","12/16/2020","City of San Dimas",0
"757","12/16/2020","City of San Fernando",0
"758","12/16/2020","City of San Gabriel",0
"759","12/16/2020","City of San Marino",0
"760","12/16/2020","City of Santa Clarita",0
"761","12/16/2020","City of Santa Fe Springs",0
"762","12/16/2020","City of Santa Monica",0
"763","12/16/2020","City of Sierra Madre",0
"764","12/16/2020","City of Signal Hill",0
"765","12/16/2020","City of South El Monte",0
"766","12/16/2020","City of South Gate",0
"767","12/16/2020","City of South Pasadena",0
"768","12/16/2020","City of Temple City",0
"769","12/16/2020","City of Torrance",0
"770","12/16/2020","City of Vernon",0
"771","12/16/2020","City of Walnut",0
"772","12/16/2020","City of West Covina",0
"773","12/16/2020","City of West Hollywood",0
"774","12/16/2020","City of Westlake Village",0
"775","12/16/2020","City of Whittier",0
"776","12/16/2020","Los Angeles - Adams-Normandie",0
"777","12/16/2020","Los Angeles - Alsace",0
"778","12/16/2020","Los Angeles - Angeles National Forest",0
"779","12/16/2020","Los Angeles - Angelino Heights",0
"780","12/16/2020","Los Angeles - Arleta",0
"781","12/16/2020","Los Angeles - Atwater Village",0
"782","12/16/2020","Los Angeles - Baldwin Hills",0
"783","12/16/2020","Los Angeles - Bel Air",0
"784","12/16/2020","Los Angeles - Beverly Crest",0
"785","12/16/2020","Los Angeles - Beverlywood",0
"786","12/16/2020","Los Angeles - Boyle Heights",0
"787","12/16/2020","Los Angeles - Brentwood",0
"788","12/16/2020","Los Angeles - Brookside",0
"789","12/16/2020","Los Angeles - Cadillac-Corning",0
"790","12/16/2020","Los Angeles - Canoga Park",0
"791","12/16/2020","Los Angeles - Carthay",0
"792","12/16/2020","Los Angeles - Central",0
"793","12/16/2020","Los Angeles - Century City",0
"794","12/16/2020","Los Angeles - Century Palms/Cove",0
"795","12/16/2020","Los Angeles - Chatsworth",0
"796","12/16/2020","Los Angeles - Cheviot Hills",0
"797","12/16/2020","Los Angeles - Chinatown",0
"798","12/16/2020","Los Angeles - Cloverdale/Cochran",0
"799","12/16/2020","Los Angeles - Country Club Park",0
"800","12/16/2020","Los Angeles - Crenshaw District",0
"801","12/16/2020","Los Angeles - Crestview",0
"802","12/16/2020","Los Angeles - Del Rey",0
"803","12/16/2020","Los Angeles - Downtown",0
"804","12/16/2020","Los Angeles - Eagle Rock",0
"805","12/16/2020","Los Angeles - East Hollywood",0
"806","12/16/2020","Los Angeles - Echo Park",0
"807","12/16/2020","Los Angeles - El Sereno",0
"808","12/16/2020","Los Angeles - Elysian Park",0
"809","12/16/2020","Los Angeles - Elysian Valley",0
"810","12/16/2020","Los Angeles - Encino",0
"811","12/16/2020","Los Angeles - Exposition",0
"812","12/16/2020","Los Angeles - Exposition Park",0
"813","12/16/2020","Los Angeles - Faircrest Heights",0
"814","12/16/2020","Los Angeles - Figueroa Park Square",0
"815","12/16/2020","Los Angeles - Florence-Firestone",0
"816","12/16/2020","Los Angeles - Glassell Park",0
"817","12/16/2020","Los Angeles - Gramercy Place",0
"818","12/16/2020","Los Angeles - Granada Hills",0
"819","12/16/2020","Los Angeles - Green Meadows",0
"820","12/16/2020","Los Angeles - Hancock Park",0
"821","12/16/2020","Los Angeles - Harbor City",0
"822","12/16/2020","Los Angeles - Harbor Gateway",0
"823","12/16/2020","Los Angeles - Harbor Pines",0
"824","12/16/2020","Los Angeles - Harvard Heights",0
"825","12/16/2020","Los Angeles - Harvard Park",0
"826","12/16/2020","Los Angeles - Highland Park",0
"827","12/16/2020","Los Angeles - Historic Filipinotown",0
"828","12/16/2020","Los Angeles - Hollywood",0
"829","12/16/2020","Los Angeles - Hollywood Hills",0
"830","12/16/2020","Los Angeles - Hyde Park",0
"831","12/16/2020","Los Angeles - Jefferson Park",0
"832","12/16/2020","Los Angeles - Koreatown",0
"833","12/16/2020","Los Angeles - Lafayette Square",0
"834","12/16/2020","Los Angeles - Lake Balboa",0
"835","12/16/2020","Los Angeles - Lakeview Terrace",0
"836","12/16/2020","Los Angeles - Leimert Park",0
"837","12/16/2020","Los Angeles - Lincoln Heights",0
"838","12/16/2020","Los Angeles - Little Armenia",0
"839","12/16/2020","Los Angeles - Little Bangladesh",0
"840","12/16/2020","Los Angeles - Little Tokyo",0
"841","12/16/2020","Los Angeles - Longwood",0
"842","12/16/2020","Los Angeles - Los Feliz",0
"843","12/16/2020","Los Angeles - Manchester Square",0
"844","12/16/2020","Los Angeles - Mandeville Canyon",0
"845","12/16/2020","Los Angeles - Mar Vista",0
"846","12/16/2020","Los Angeles - Marina Peninsula",0
"847","12/16/2020","Los Angeles - Melrose",0
"848","12/16/2020","Los Angeles - Mid-city",0
"849","12/16/2020","Los Angeles - Miracle Mile",0
"850","12/16/2020","Los Angeles - Mission Hills",0
"851","12/16/2020","Los Angeles - Mt. Washington",0
"852","12/16/2020","Los Angeles - North Hills",0
"853","12/16/2020","Los Angeles - North Hollywood",0
"854","12/16/2020","Los Angeles - Northridge",0
"855","12/16/2020","Los Angeles - Pacific Palisades",0
"856","12/16/2020","Los Angeles - Pacoima",0
"857","12/16/2020","Los Angeles - Palisades Highlands",0
"858","12/16/2020","Los Angeles - Palms",0
"859","12/16/2020","Los Angeles - Panorama City",0
"860","12/16/2020","Los Angeles - Park La Brea",0
"861","12/16/2020","Los Angeles - Pico-Union",0
"862","12/16/2020","Los Angeles - Playa Del Rey",0
"863","12/16/2020","Los Angeles - Playa Vista",0
"864","12/16/2020","Los Angeles - Porter Ranch",0
"865","12/16/2020","Los Angeles - Rancho Park",0
"866","12/16/2020","Los Angeles - Regent Square",0
"867","12/16/2020","Los Angeles - Reseda",0
"868","12/16/2020","Los Angeles - Reseda Ranch",0
"869","12/16/2020","Los Angeles - Reynier Village",0
"870","12/16/2020","Los Angeles - San Pedro",0
"871","12/16/2020","Los Angeles - Shadow Hills",0
"872","12/16/2020","Los Angeles - Sherman Oaks",0
"873","12/16/2020","Los Angeles - Silverlake",0
"874","12/16/2020","Los Angeles - South Carthay",0
"875","12/16/2020","Los Angeles - South Park",0
"876","12/16/2020","Los Angeles - St Elmo Village",0
"877","12/16/2020","Los Angeles - Studio City",0
"878","12/16/2020","Los Angeles - Sun Valley",0
"879","12/16/2020","Los Angeles - Sunland",0
"880","12/16/2020","Los Angeles - Sycamore Square",0
"881","12/16/2020","Los Angeles - Sylmar",0
"882","12/16/2020","Los Angeles - Tarzana",0
"883","12/16/2020","Los Angeles - Temple-Beaudry",0
"884","12/16/2020","Los Angeles - Thai Town",0
"885","12/16/2020","Los Angeles - Toluca Lake",0
"886","12/16/2020","Los Angeles - Toluca Terrace",0
"887","12/16/2020","Los Angeles - Toluca Woods",0
"888","12/16/2020","Los Angeles - Tujunga",0
"889","12/16/2020","Los Angeles - University Hills",0
"890","12/16/2020","Los Angeles - University Park",0
"891","12/16/2020","Los Angeles - Valley Glen",0
"892","12/16/2020","Los Angeles - Valley Village",0
"893","12/16/2020","Los Angeles - Van Nuys",0
"894","12/16/2020","Los Angeles - Venice",0
"895","12/16/2020","Los Angeles - Vermont Knolls",0
"896","12/16/2020","Los Angeles - Vermont Square",0
"897","12/16/2020","Los Angeles - Vermont Vista",0
"898","12/16/2020","Los Angeles - Vernon Central",0
"899","12/16/2020","Los Angeles - Victoria Park",0
"900","12/16/2020","Los Angeles - View Heights",0
"901","12/16/2020","Los Angeles - Watts",0
"902","12/16/2020","Los Angeles - Wellington Square",0
"903","12/16/2020","Los Angeles - West Adams",0
"904","12/16/2020","Los Angeles - West Hills",0
"905","12/16/2020","Los Angeles - West Los Angeles",0
"906","12/16/2020","Los Angeles - West Vernon",0
"907","12/16/2020","Los Angeles - Westchester",0
"908","12/16/2020","Los Angeles - Westlake",0
"909","12/16/2020","Los Angeles - Westwood",0
"910","12/16/2020","Los Angeles - Wholesale District",0
"911","12/16/2020","Los Angeles - Wilmington",0
"912","12/16/2020","Los Angeles - Wilshire Center",0
"913","12/16/2020","Los Angeles - Winnetka",0
"914","12/16/2020","Los Angeles - Woodland Hills",0
"915","12/16/2020","Not Available",0
"916","12/16/2020","Unincorporated - Acton",0
"917","12/16/2020","Unincorporated - Agua Dulce",0
"918","12/16/2020","Unincorporated - Altadena",0
"919","12/16/2020","Unincorporated - Anaverde",0
"920","12/16/2020","Unincorporated - Angeles National Forest",0
"921","12/16/2020","Unincorporated - Arcadia",0
"922","12/16/2020","Unincorporated - Athens Village",0
