"GEOID","Pop_total","Limited_Eng_per","Poverty_per","Uninsured_per","NonHisp_asian_per","NonHisp_pi_per","NonHisp_black_per","NonHisp_white_per","Hisp_per","NonHisp_ai_per","Male_per","Female_per","Age_5under_per","Age_5to14_per","Age_15to17_per","Age_18to20_per","Age_21to64_per","Age_65above_per"
"060375738002",711,0.721500721500722,0.984528832630098,2.67229254571027,7.87623066104079,0.984528832630098,0,62.3066104078762,26.8635724331927,0.984528832630098,48.3825597749648,51.6174402250352,2.53164556962025,6.46976090014065,3.93811533052039,1.40646976090014,62.5879043600563,23.0661040787623
"060375768012",1278,2.9532403609516,10.415035238841,5.94679186228482,27.8560250391236,0,5.86854460093897,49.7652582159624,16.4319248826291,0,41.3145539906103,58.6854460093897,4.61658841940532,1.56494522691706,1.72143974960876,0,77.3082942097027,14.7887323943662
"060376507021",1233,1.86170212765957,1.86536901865369,3.89294403892944,22.7899432278994,0,1.13544201135442,52.6358475263585,17.5182481751825,0,50.6082725060827,49.3917274939173,8.51581508515815,5.51500405515004,6.56934306569343,4.8661800486618,64.0713706407137,10.4622871046229
"060371066041",498,1.49253731343284,5.22088353413655,11.2449799196787,0,0,0,9.43775100401606,90.5622489959839,0,66.8674698795181,33.1325301204819,5.82329317269076,19.6787148594378,0,0,57.429718875502,17.0682730923695
"060375411002",1156,4.16666666666667,21.1937716262976,3.719723183391,2.3356401384083,0,50.6920415224914,4.84429065743945,40.4844290657439,0,53.9792387543253,46.0207612456747,8.65051903114187,15.5709342560554,1.73010380622837,4.49826989619377,59.6020761245675,9.94809688581315
"060375428002",998,7.56756756756757,30.561122244489,15.4308617234469,0,0,31.9639278557114,0.501002004008016,67.5350701402806,0,44.7895791583166,55.2104208416834,7.31462925851703,20.9418837675351,2.80561122244489,1.50300601202405,57.0140280561122,10.4208416833667
"060379006072",1812,5.29446757882213,29.3756967670011,5.12820512820513,3.53200883002207,0,19.3708609271523,29.8565121412804,46.2472406181015,0,44.5916114790287,55.4083885209713,7.22958057395143,20.6953642384106,2.81456953642384,8.719646799117,52.3730684326711,8.16777041942605
"060379107121",2904,11.7905529110216,7.9885877318117,8.57438016528926,1.92837465564738,0,15.3581267217631,13.0509641873278,67.7685950413223,0,51.4118457300276,48.5881542699724,5.95730027548209,16.3223140495868,2.16942148760331,4.71763085399449,57.9545454545455,12.8787878787879
"060379100021",4075,15.5042918454936,7.33742331288344,8.07361963190184,0,0,0.466257668711656,19.1656441717791,75.9754601226994,2.67484662576687,52.8098159509202,47.1901840490798,8.51533742331288,11.239263803681,4.71165644171779,3.95092024539877,54.5030674846626,17.079754601227
"060379010113",1573,0,19.5638229634381,9.53591862682772,4.06865861411316,0,10.1716465352829,55.4354736172918,16.9103623649078,8.51875397329943,53.8461538461538,46.1538461538462,1.27145581691036,14.3674507310871,6.29370629370629,4.83153210425938,66.2428480610299,6.99300699300699
"060379010104",772,0,10.0396301188904,9.9740932642487,0,0,11.5284974093264,70.0777202072539,18.3937823834197,0,47.5388601036269,52.4611398963731,1.29533678756477,9.58549222797927,5.31088082901554,0.647668393782383,72.5388601036269,10.6217616580311
"060375535042",2555,21.8540268456376,12.9549902152642,15.8512720156556,5.16634050880626,0,7.27984344422701,2.62230919765166,83.7964774951076,0,52.5244618395303,47.4755381604697,6.69275929549902,13.0332681017613,4.69667318982387,7.12328767123288,59.2954990215264,9.15851272015656
"060372626041",504,0,0,3.37301587301587,14.484126984127,0,0,79.5634920634921,2.77777777777778,0,54.5634920634921,45.4365079365079,11.3095238095238,14.0873015873016,0,0,34.3253968253968,40.2777777777778
